,Case,No,Task,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Choice,alt,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,chid
6643.Ch2,554,10514,7,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,2,0,1,0,0,1,0,2,0,0,1,1,1,1,0,2,0,0,1,0,1,6643
6643.Ch3,554,10514,7,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,3,0,2,0,0,1,0,3,0,0,1,1,2,4,0,1,0,0,2,0,8,6643
6643.Ch4,554,10514,7,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6643
6644.Ch1,554,10515,8,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,1,3,0,0,6,0,3,3,1,0,0,0,2,0,3,0,0,4,0,2,9,6644
6644.Ch2,554,10515,8,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,2,1,0,0,1,0,1,1,1,0,0,0,1,0,2,0,0,4,0,2,7,6644
6644.Ch3,554,10515,8,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,3,2,0,0,2,0,1,3,2,0,0,0,2,0,1,0,0,3,0,1,8,6644
6644.Ch4,554,10515,8,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6644
6645.Ch1,554,10516,9,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,1,2,0,4,2,2,0,0,0,2,0,2,0,0,0,1,2,0,0,1,7,6645
6645.Ch2,554,10516,9,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,2,3,0,1,6,1,0,0,0,1,0,3,0,0,0,1,4,0,0,2,11,6645
6645.Ch3,554,10516,9,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,3,2,0,2,4,2,0,0,0,1,0,3,0,0,0,1,1,0,0,1,6,6645
6645.Ch4,554,10516,9,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6645
6646.Ch1,554,10517,10,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,1,0,0,2,0,0,3,0,2,4,0,0,2,1,2,3,4,0,0,0,2,6646
6646.Ch2,554,10517,10,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,2,0,0,5,0,0,3,0,1,3,0,0,1,4,3,1,3,0,0,0,6,6646
6646.Ch3,554,10517,10,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,3,0,0,2,0,0,1,0,1,4,0,0,2,2,1,1,3,0,0,0,1,6646
6646.Ch4,554,10517,10,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6646
6647.Ch1,554,10518,11,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch1,1,0,1,3,0,0,0,2,0,1,2,0,0,0,3,3,0,3,1,0,3,6647
6647.Ch2,554,10518,11,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch1,2,0,1,2,0,0,0,1,0,4,1,0,0,0,1,3,0,1,1,0,6,6647
6647.Ch3,554,10518,11,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch1,3,0,2,3,0,0,0,3,0,1,2,0,0,0,1,1,0,4,3,0,4,6647
6647.Ch4,554,10518,11,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647
6648.Ch1,554,10519,12,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,1,3,1,0,0,0,0,0,2,0,2,2,0,1,0,0,4,3,0,1,9,6648
6648.Ch2,554,10519,12,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,2,3,1,0,0,0,0,0,1,0,2,2,0,3,0,0,2,1,0,2,7,6648
6648.Ch3,554,10519,12,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,3,3,1,0,0,0,0,0,2,0,2,2,0,1,0,0,3,4,0,1,12,6648
6648.Ch4,554,10519,12,Small Car,2002,25,45,1,45,4,SE,2,225000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6648
6649.Ch1,555,10527,1,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,1,0,2,0,2,1,0,0,0,3,0,2,0,1,0,2,0,1,1,0,10,6649
6649.Ch2,555,10527,1,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,2,0,2,0,1,1,0,0,0,2,0,2,0,1,0,2,0,3,1,0,11,6649
6649.Ch3,555,10527,1,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,3,0,2,0,3,2,0,0,0,1,0,2,0,4,0,1,0,3,1,0,4,6649
6649.Ch4,555,10527,1,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6649
6650.Ch1,555,10528,2,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,1,1,0,2,0,0,3,3,2,0,1,0,2,0,2,0,2,0,0,0,9,6650
6650.Ch2,555,10528,2,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,2,3,0,5,0,0,3,3,1,0,2,0,2,0,3,0,1,0,0,0,2,6650
6650.Ch3,555,10528,2,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,3,2,0,4,0,0,1,2,2,0,2,0,1,0,2,0,4,0,0,0,1,6650
6650.Ch4,555,10528,2,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6650
6651.Ch1,555,10529,3,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,1,3,0,2,2,0,0,3,0,0,2,2,0,0,0,0,0,1,2,1,10,6651
6651.Ch2,555,10529,3,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,2,1,0,1,5,0,0,3,0,0,2,2,0,0,0,0,0,2,3,2,1,6651
6651.Ch3,555,10529,3,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,3,3,0,3,4,0,0,1,0,0,1,1,0,0,0,0,0,2,2,2,7,6651
6651.Ch4,555,10529,3,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651
6652.Ch1,555,10530,4,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,1,0,1,0,0,1,2,0,0,4,0,0,1,0,2,3,4,0,0,1,8,6652
6652.Ch2,555,10530,4,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,2,0,1,0,0,2,1,0,0,4,0,0,2,0,2,1,1,0,0,2,11,6652
6652.Ch3,555,10530,4,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,3,0,1,0,0,1,2,0,0,4,0,0,2,0,1,3,4,0,0,2,2,6652
6652.Ch4,555,10530,4,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6652
6653.Ch1,555,10531,5,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,1,0,0,5,0,0,0,0,2,1,2,2,0,4,1,3,0,0,0,2,4,6653
6653.Ch2,555,10531,5,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,2,0,0,4,0,0,0,0,2,2,2,3,0,4,1,1,0,0,0,2,4,6653
6653.Ch3,555,10531,5,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,3,0,0,4,0,0,0,0,2,2,2,1,0,4,2,3,0,0,0,2,7,6653
6653.Ch4,555,10531,5,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653
6654.Ch1,555,10532,6,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,1,3,1,0,6,2,0,2,2,0,0,0,2,4,0,0,0,0,3,0,4,6654
6654.Ch2,555,10532,6,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,2,1,1,0,1,1,0,2,1,0,0,0,2,3,0,0,0,0,2,0,1,6654
6654.Ch3,555,10532,6,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,3,1,1,0,5,2,0,2,2,0,0,0,2,4,0,0,0,0,1,0,9,6654
6654.Ch4,555,10532,6,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654
6655.Ch1,555,10533,7,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,1,0,2,1,0,1,3,2,0,0,2,0,0,2,0,0,2,4,0,0,3,6655
6655.Ch2,555,10533,7,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,2,0,1,2,0,2,1,3,0,0,1,0,0,1,0,0,1,4,0,0,2,6655
6655.Ch3,555,10533,7,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,3,0,2,1,0,1,2,3,0,0,1,0,0,4,0,0,2,2,0,0,7,6655
6655.Ch4,555,10533,7,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655
6656.Ch1,555,10534,8,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,1,0,0,0,5,0,3,0,1,3,0,1,2,0,0,0,2,0,1,2,8,6656
6656.Ch2,555,10534,8,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,2,0,0,0,2,0,3,0,2,1,0,3,2,0,0,0,2,0,1,2,8,6656
6656.Ch3,555,10534,8,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,3,0,0,0,1,0,2,0,1,2,0,1,1,0,0,0,1,0,2,1,5,6656
6656.Ch4,555,10534,8,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656
6657.Ch1,555,10535,9,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,1,3,0,0,0,0,0,1,0,0,0,2,0,3,3,3,3,2,0,1,2,6657
6657.Ch2,555,10535,9,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,2,2,0,0,0,0,0,2,0,0,0,1,0,3,3,2,1,3,0,2,8,6657
6657.Ch3,555,10535,9,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,3,2,0,0,0,0,0,1,0,0,0,1,0,3,3,3,3,3,0,2,12,6657
6657.Ch4,555,10535,9,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6657
6658.Ch1,555,10536,10,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,1,1,0,0,2,2,1,0,0,3,1,0,1,0,0,1,0,1,0,0,9,6658
6658.Ch2,555,10536,10,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,2,1,0,0,3,1,1,0,0,3,1,0,2,0,0,3,0,1,0,0,12,6658
6658.Ch3,555,10536,10,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,3,3,0,0,1,1,2,0,0,1,1,0,1,0,0,1,0,3,0,0,12,6658
6658.Ch4,555,10536,10,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658
6659.Ch1,555,10537,11,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,1,1,1,1,0,0,2,0,2,0,0,0,0,0,1,0,0,4,1,2,9,6659
6659.Ch2,555,10537,11,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,2,1,6659
6659.Ch3,555,10537,11,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,3,2,2,2,0,0,2,0,1,0,0,0,0,0,2,0,0,3,1,2,1,6659
6659.Ch4,555,10537,11,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6659
6660.Ch1,555,10538,12,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,1,0,0,4,0,0,0,1,2,0,1,0,2,3,1,2,0,0,1,0,10,6660
6660.Ch2,555,10538,12,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,2,0,0,5,0,0,0,1,2,0,1,0,1,1,1,3,0,0,2,0,12,6660
6660.Ch3,555,10538,12,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,3,0,0,5,0,0,0,1,2,0,1,0,2,3,3,2,0,0,2,0,10,6660
6660.Ch4,555,10538,12,Midsize Utility,2004,125,35,1,25,4,SE,2,185000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660
6661.Ch1,556,10546,1,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,0,0,0,0,1,2,0,0,1,2,3,0,3,3,0,0,3,2,0,7,6661
6661.Ch2,556,10546,1,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,0,0,0,0,1,3,0,0,3,1,1,0,4,1,0,0,2,3,0,8,6661
6661.Ch3,556,10546,1,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,0,0,0,0,1,3,0,0,1,1,1,0,2,3,0,0,1,2,0,3,6661
6661.Ch4,556,10546,1,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661
6662.Ch1,556,10547,2,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,3,1,0,2,0,0,3,1,0,0,0,1,0,0,3,2,0,0,1,6,6662
6662.Ch2,556,10547,2,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,3,2,0,6,0,0,3,1,0,0,0,1,0,0,1,2,0,0,2,1,6662
6662.Ch3,556,10547,2,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,1,1,0,6,0,0,2,1,0,0,0,2,0,0,3,2,0,0,1,7,6662
6662.Ch4,556,10547,2,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662
6663.Ch1,556,10548,3,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,1,2,0,3,0,0,2,1,0,1,2,0,2,0,0,2,0,0,2,0,12,6663
6663.Ch2,556,10548,3,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,2,3,0,1,0,0,3,2,0,3,2,0,2,0,0,2,0,0,1,0,1,6663
6663.Ch3,556,10548,3,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,3,3,0,5,0,0,3,1,0,3,2,0,2,0,0,3,0,0,2,0,6,6663
6663.Ch4,556,10548,3,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6663
6664.Ch1,556,10549,4,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,0,2,3,0,1,0,0,2,0,0,2,0,1,0,0,4,4,0,1,5,6664
6664.Ch2,556,10549,4,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,0,1,3,0,1,0,0,2,0,0,1,0,4,0,0,4,1,0,2,4,6664
6664.Ch3,556,10549,4,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,0,2,3,0,1,0,0,1,0,0,2,0,2,0,0,4,3,0,2,3,6664
6664.Ch4,556,10549,4,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6664
6665.Ch1,556,10550,5,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,0,0,0,3,0,3,3,2,0,1,0,0,3,2,2,0,2,0,0,6,6665
6665.Ch2,556,10550,5,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,0,0,0,4,0,3,1,2,0,2,0,0,4,3,3,0,2,0,0,5,6665
6665.Ch3,556,10550,5,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,0,0,0,2,0,3,1,1,0,2,0,0,1,3,1,0,3,0,0,6,6665
6665.Ch4,556,10550,5,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6665
6666.Ch1,556,10551,6,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,1,2,0,3,6,0,0,0,0,2,0,1,0,0,2,0,3,0,2,2,2,6666
6666.Ch2,556,10551,6,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,2,1,0,5,1,0,0,0,0,4,0,1,0,0,3,0,3,0,2,1,12,6666
6666.Ch3,556,10551,6,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,3,1,0,2,6,0,0,0,0,3,0,2,0,0,1,0,1,0,2,2,9,6666
6666.Ch4,556,10551,6,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666
6667.Ch1,556,10552,7,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,1,1,1,0,0,1,0,3,0,0,1,1,2,0,1,0,0,0,3,0,4,6667
6667.Ch2,556,10552,7,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,2,3,1,0,0,2,0,3,0,0,1,3,1,0,3,0,0,0,2,0,10,6667
6667.Ch3,556,10552,7,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,3,1,1,0,0,2,0,3,0,0,1,3,1,0,3,0,0,0,2,0,4,6667
6667.Ch4,556,10552,7,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667
6668.Ch1,556,10553,8,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,1,0,1,5,1,0,2,0,0,3,0,0,2,1,0,1,0,1,0,0,11,6668
6668.Ch2,556,10553,8,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,2,0,1,2,4,0,2,0,0,1,0,0,2,3,0,3,0,2,0,0,9,6668
6668.Ch3,556,10553,8,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,3,0,1,1,4,0,3,0,0,2,0,0,1,2,0,3,0,2,0,0,8,6668
6668.Ch4,556,10553,8,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6668
6669.Ch1,556,10554,9,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,1,0,0,0,0,2,0,0,1,0,2,0,0,3,3,2,3,0,3,2,7,6669
6669.Ch2,556,10554,9,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,2,0,0,0,0,2,0,0,2,0,1,0,0,1,1,3,3,0,3,1,3,6669
6669.Ch3,556,10554,9,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,3,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,0,1,1,9,6669
6669.Ch4,556,10554,9,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6669
6670.Ch1,556,10555,10,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,1,0,0,3,1,1,3,2,4,0,0,0,0,0,0,0,3,0,2,7,6670
6670.Ch2,556,10555,10,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,1,0,0,5,1,3,3,1,3,0,0,0,0,0,0,0,1,0,1,10,6670
6670.Ch3,556,10555,10,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,2,0,0,2,2,3,1,2,2,0,0,0,0,0,0,0,2,0,1,4,6670
6670.Ch4,556,10555,10,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6670
6671.Ch1,556,10556,11,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,1,0,2,3,0,0,2,0,1,0,2,2,1,0,0,0,2,0,2,0,1,6671
6671.Ch2,556,10556,11,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,2,0,1,2,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,9,6671
6671.Ch3,556,10556,11,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,3,0,2,1,0,0,1,0,1,0,2,2,1,0,0,0,4,0,1,0,11,6671
6671.Ch4,556,10556,11,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6671
6672.Ch1,556,10557,12,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,1,2,0,1,0,1,0,0,0,0,0,2,1,0,3,2,0,2,0,2,11,6672
6672.Ch2,556,10557,12,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,2,2,0,1,0,1,0,0,0,0,0,3,2,0,3,3,0,2,0,1,3,6672
6672.Ch3,556,10557,12,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,3,1,0,2,0,1,0,0,0,0,0,2,1,0,2,3,0,3,0,2,3,6672
6672.Ch4,556,10557,12,Prestige Luxury Sedan,2006,25,65,1,70,2,SE,1,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6672
6673.Ch1,557,10565,1,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,0,2,2,0,2,2,3,0,0,2,1,0,3,0,0,0,0,0,1,3,6673
6673.Ch2,557,10565,1,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,0,2,5,0,1,1,3,0,0,2,1,0,1,0,0,0,0,0,2,4,6673
6673.Ch3,557,10565,1,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,0,2,5,0,1,3,2,0,0,1,2,0,4,0,0,0,0,0,2,3,6673
6673.Ch4,557,10565,1,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6673
6674.Ch1,557,10566,2,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,1,2,0,0,3,0,0,0,2,3,0,0,1,0,2,0,3,2,3,0,9,6674
6674.Ch2,557,10566,2,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,2,2,0,0,4,0,0,0,1,2,0,0,2,0,2,0,4,3,1,0,1,6674
6674.Ch3,557,10566,2,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,3,2,0,0,4,0,0,0,2,1,0,0,2,0,2,0,1,4,3,0,11,6674
6674.Ch4,557,10566,2,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6674
6675.Ch1,557,10567,3,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,1,2,1,2,4,0,0,0,1,0,0,0,0,1,0,3,0,0,2,2,10,6675
6675.Ch2,557,10567,3,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,2,3,2,5,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,2,10,6675
6675.Ch3,557,10567,3,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,3,2,1,2,4,0,0,0,1,0,0,0,0,2,0,3,0,0,2,1,11,6675
6675.Ch4,557,10567,3,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6675
6676.Ch1,557,10568,4,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,1,0,0,0,0,0,2,1,0,2,2,1,1,0,0,2,4,4,0,0,6,6676
6676.Ch2,557,10568,4,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,2,0,0,0,0,0,2,1,0,1,2,2,2,0,0,3,3,2,0,0,2,6676
6676.Ch3,557,10568,4,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,3,0,0,0,0,0,1,1,0,3,2,2,2,0,0,1,2,1,0,0,4,6676
6676.Ch4,557,10568,4,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676
6677.Ch1,557,10569,5,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,1,0,1,0,3,1,0,0,0,2,0,3,0,0,1,1,0,3,0,2,12,6677
6677.Ch2,557,10569,5,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,2,0,1,0,6,1,0,0,0,2,0,1,0,0,1,1,0,2,0,2,11,6677
6677.Ch3,557,10569,5,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,3,0,2,0,2,1,0,0,0,4,0,1,0,0,1,1,0,3,0,1,11,6677
6677.Ch4,557,10569,5,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677
6678.Ch1,557,10570,6,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,1,0,0,3,0,2,1,3,2,0,2,0,2,0,3,0,0,0,1,0,4,6678
6678.Ch2,557,10570,6,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,2,0,0,4,0,2,2,1,2,0,1,0,1,0,3,0,0,0,3,0,1,6678
6678.Ch3,557,10570,6,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,3,0,0,4,0,2,2,2,2,0,2,0,1,0,2,0,0,0,1,0,11,6678
6678.Ch4,557,10570,6,Small Car,2000,325,25,1,25,4,W,0,250000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678
