"","Case","No","Task","segment","year","miles","night","gender","age","educ","region","Urb","income","ppark","Ch1","Ch2","Ch3","Ch4","Choice","alt","CC","GN","NS","BU","FA","LD","BZ","FC","FP","RP","PP","KA","SC","TS","NV","MA","LB","AF","HU","Price","chid"
"3419.Ch1",489,9287,15,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,TRUE,1,2,0,0,1,0,2,1,0,0,1,3,1,0,0,1,0,0,0,2,4,3419
"3419.Ch2",489,9287,15,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,2,3,0,0,4,0,3,2,0,0,2,2,2,0,0,1,0,0,0,1,5,3419
"3419.Ch3",489,9287,15,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,3,2,0,0,4,0,2,2,0,0,2,3,2,0,0,3,0,0,0,1,8,3419
"3419.Ch4",489,9287,15,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419
"3420.Ch1",489,9288,16,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,1,0,2,0,6,1,0,0,0,0,2,0,0,0,0,3,4,1,2,1,8,3420
"3420.Ch2",489,9288,16,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,2,0,1,0,6,1,0,0,0,0,2,0,0,0,0,2,1,3,1,1,9,3420
"3420.Ch3",489,9288,16,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,TRUE,3,0,2,0,3,2,0,0,0,0,1,0,0,0,0,1,2,1,2,2,4,3420
"3420.Ch4",489,9288,16,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420
"3421.Ch1",489,9289,17,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,1,1,0,3,0,0,0,0,1,4,0,2,2,1,2,2,0,0,0,0,8,3421
"3421.Ch2",489,9289,17,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,2,3,0,1,0,0,0,0,1,4,0,1,1,3,1,3,0,0,0,0,11,3421
"3421.Ch3",489,9289,17,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,TRUE,3,3,0,5,0,0,0,0,2,3,0,1,1,2,1,2,0,0,0,0,2,3421
"3421.Ch4",489,9289,17,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421
"3422.Ch1",489,9290,18,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,TRUE,1,1,1,0,4,0,0,1,0,4,0,1,2,0,0,0,4,0,1,0,2,3422
"3422.Ch2",489,9290,18,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,2,3,1,0,1,0,0,3,0,1,0,1,2,0,0,0,3,0,1,0,10,3422
"3422.Ch3",489,9290,18,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,3,1,2,0,2,0,0,2,0,2,0,2,1,0,0,0,3,0,1,0,9,3422
"3422.Ch4",489,9290,18,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422
"3423.Ch1",489,9291,19,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,0,1,FALSE,1,0,0,5,0,1,2,0,2,0,1,0,0,2,1,0,0,2,0,2,7,3423
"3423.Ch2",489,9291,19,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,0,1,FALSE,2,0,0,1,0,1,2,0,1,0,2,0,0,2,2,0,0,1,0,1,5,3423
"3423.Ch3",489,9291,19,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,0,1,FALSE,3,0,0,2,0,1,2,0,2,0,1,0,0,3,3,0,0,4,0,1,8,3423
"3423.Ch4",489,9291,19,"Midsize Car",2000,175,45,0,55,2,"W",1,20000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423
"3424.Ch1",490,9304,13,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,1,0,0,3,0,0,2,1,0,4,2,0,1,0,3,3,0,4,0,0,11,3424
"3424.Ch2",490,9304,13,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,TRUE,2,0,0,5,0,0,2,1,0,2,1,0,2,0,3,2,0,1,0,0,2,3424
"3424.Ch3",490,9304,13,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,3,0,0,5,0,0,1,1,0,4,2,0,2,0,1,1,0,4,0,0,12,3424
"3424.Ch4",490,9304,13,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424
"3425.Ch1",490,9305,14,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,1,3,0,5,0,2,0,1,2,4,1,0,0,2,0,0,1,0,0,0,3,3425
"3425.Ch2",490,9305,14,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,TRUE,2,3,0,3,0,2,0,3,2,4,2,0,0,2,0,0,1,0,0,0,1,3425
"3425.Ch3",490,9305,14,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,3,3,0,3,0,2,0,1,2,2,2,0,0,2,0,0,2,0,0,0,6,3425
"3425.Ch4",490,9305,14,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425
"3426.Ch1",490,9306,15,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,TRUE,1,3,1,0,6,0,0,0,0,1,0,1,2,0,0,1,0,0,2,2,4,3426
"3426.Ch2",490,9306,15,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,2,1,2,0,5,0,0,0,0,4,0,1,1,0,0,3,0,0,2,1,10,3426
"3426.Ch3",490,9306,15,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,3,2,2,0,2,0,0,0,0,3,0,1,2,0,0,1,0,0,3,2,11,3426
"3426.Ch4",490,9306,15,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426
"3427.Ch1",490,9307,16,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,1,0,0,3,4,0,2,0,0,0,1,0,0,3,0,3,2,3,3,0,5,3427
"3427.Ch2",490,9307,16,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,TRUE,2,0,0,4,6,0,1,0,0,0,2,0,0,1,0,1,1,1,3,0,3,3427
"3427.Ch3",490,9307,16,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,3,0,0,3,1,0,3,0,0,0,2,0,0,4,0,3,4,2,2,0,6,3427
"3427.Ch4",490,9307,16,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427
"3428.Ch1",490,9308,17,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,1,0,FALSE,1,0,2,0,0,2,0,3,2,0,1,3,2,0,3,0,0,0,0,1,6,3428
"3428.Ch2",490,9308,17,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,1,0,FALSE,2,0,2,0,0,2,0,3,2,0,1,3,2,0,3,0,0,0,0,1,7,3428
"3428.Ch3",490,9308,17,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,1,0,TRUE,3,0,1,0,0,1,0,1,1,0,2,1,2,0,1,0,0,0,0,2,2,3428
"3428.Ch4",490,9308,17,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428
"3429.Ch1",490,9309,18,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,TRUE,1,3,0,1,1,0,2,2,2,0,0,2,0,0,2,2,0,0,0,0,2,3429
"3429.Ch2",490,9309,18,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,2,3,0,4,6,0,1,3,1,0,0,1,0,0,2,2,0,0,0,0,8,3429
"3429.Ch3",490,9309,18,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,3,3,0,5,6,0,2,1,1,0,0,3,0,0,1,3,0,0,0,0,1,3429
"3429.Ch4",490,9309,18,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429
"3430.Ch1",490,9310,19,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,0,1,FALSE,1,0,1,0,0,1,0,0,0,4,0,0,2,4,0,0,2,2,3,2,10,3430
"3430.Ch2",490,9310,19,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,0,1,FALSE,2,0,2,0,0,1,0,0,0,4,0,0,2,4,0,0,4,4,3,1,7,3430
"3430.Ch3",490,9310,19,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,0,1,FALSE,3,0,2,0,0,2,0,0,0,4,0,0,2,3,0,0,2,4,3,2,5,3430
"3430.Ch4",490,9310,19,"Midsize Car",2001,175,75,0,45,3,"MW",0,215000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430
"3431.Ch1",491,9323,13,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,1,2,2,2,0,0,0,3,0,0,0,0,2,2,0,0,1,2,0,2,10,3431
"3431.Ch2",491,9323,13,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,2,2,1,4,0,0,0,1,0,0,0,0,1,4,0,0,1,3,0,2,12,3431
"3431.Ch3",491,9323,13,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,TRUE,3,3,1,2,0,0,0,2,0,0,0,0,1,4,0,0,1,4,0,1,2,3431
"3431.Ch4",491,9323,13,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431
"3432.Ch1",491,9324,14,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,1,0,0,5,4,1,0,0,0,1,0,2,0,0,2,0,1,3,1,0,2,3432
"3432.Ch2",491,9324,14,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,2,0,0,2,4,1,0,0,0,1,0,3,0,0,1,0,3,4,1,0,12,3432
"3432.Ch3",491,9324,14,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,TRUE,3,0,0,5,2,1,0,0,0,3,0,1,0,0,1,0,3,4,3,0,1,3432
"3432.Ch4",491,9324,14,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432
"3433.Ch1",491,9325,15,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,1,0,1,0,0,0,2,2,2,2,2,0,1,0,0,2,4,0,0,0,2,3433
"3433.Ch2",491,9325,15,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,TRUE,2,0,1,0,0,0,3,3,2,2,1,0,1,0,0,3,4,0,0,0,8,3433
"3433.Ch3",491,9325,15,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,3,0,1,0,0,0,1,1,1,3,2,0,2,0,0,1,1,0,0,0,4,3433
"3433.Ch4",491,9325,15,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433
"3434.Ch1",491,9326,16,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,1,0,0,0,0,1,1,2,0,0,1,3,0,3,0,0,0,2,2,2,4,3434
"3434.Ch2",491,9326,16,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,TRUE,2,0,0,0,0,1,2,1,0,0,1,3,0,2,0,0,0,4,1,1,3,3434
"3434.Ch3",491,9326,16,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,3,0,0,0,0,1,1,1,0,0,1,2,0,4,0,0,0,2,2,1,11,3434
"3434.Ch4",491,9326,16,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434
"3435.Ch1",491,9327,17,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,1,2,2,4,4,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,8,3435
"3435.Ch2",491,9327,17,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,TRUE,2,1,2,4,5,0,1,0,1,0,0,0,1,0,1,3,0,0,0,0,5,3435
"3435.Ch3",491,9327,17,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,3,3,1,2,6,0,1,0,2,0,0,0,2,0,3,3,0,0,0,0,12,3435
"3435.Ch4",491,9327,17,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435
"3436.Ch1",491,9328,18,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,1,0,1,0,6,1,0,0,0,0,0,0,0,4,3,2,2,3,0,1,9,3436
"3436.Ch2",491,9328,18,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,2,0,2,0,4,2,0,0,0,0,0,0,0,4,3,1,1,1,0,2,11,3436
"3436.Ch3",491,9328,18,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,TRUE,3,0,1,0,2,1,0,0,0,0,0,0,0,4,3,1,4,1,0,1,6,3436
"3436.Ch4",491,9328,18,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436
"3437.Ch1",491,9329,19,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,1,1,0,5,0,0,0,3,1,3,1,1,1,0,0,0,0,0,1,0,12,3437
"3437.Ch2",491,9329,19,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,2,3,0,4,0,0,0,1,2,1,2,1,2,0,0,0,0,0,3,0,6,3437
"3437.Ch3",491,9329,19,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,TRUE,3,1,0,2,0,0,0,3,1,4,1,1,1,0,0,0,0,0,1,0,8,3437
"3437.Ch4",491,9329,19,"Midsize Utility",2000,75,45,1,70,6,"NE",1,35000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437
"3438.Ch1",492,9342,13,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,1,0,0,0,TRUE,1,0,1,0,6,0,3,0,0,0,1,1,2,2,0,3,3,0,0,0,2,3438
"3438.Ch2",492,9342,13,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,1,0,0,0,FALSE,2,0,1,0,6,0,1,0,0,0,2,3,2,3,0,3,3,0,0,0,4,3438
"3438.Ch3",492,9342,13,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,1,0,0,0,FALSE,3,0,2,0,5,0,2,0,0,0,1,2,2,3,0,2,1,0,0,0,4,3438
"3438.Ch4",492,9342,13,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438
"3439.Ch1",492,9343,14,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,1,0,0,2,0,1,0,1,0,0,2,1,0,1,0,1,0,0,3,2,12,3439
"3439.Ch2",492,9343,14,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,2,0,0,2,0,1,0,1,0,0,2,3,0,4,0,1,0,0,3,1,11,3439
"3439.Ch3",492,9343,14,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,TRUE,3,0,0,2,0,2,0,2,0,0,2,1,0,3,0,1,0,0,2,1,6,3439
"3439.Ch4",492,9343,14,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439
"3440.Ch1",492,9344,15,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,1,2,0,4,0,0,0,0,2,3,0,3,1,0,2,0,1,1,0,0,2,3440
"3440.Ch2",492,9344,15,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,TRUE,2,3,0,1,0,0,0,0,2,2,0,1,2,0,3,0,4,2,0,0,1,3440
"3440.Ch3",492,9344,15,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,3,3,0,2,0,0,0,0,1,3,0,2,2,0,2,0,4,3,0,0,3,3440
"3440.Ch4",492,9344,15,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440
"3441.Ch1",492,9345,16,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,1,2,0,0,4,0,3,0,1,2,1,0,0,4,2,2,0,0,0,0,6,3441
"3441.Ch2",492,9345,16,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,2,2,0,0,3,0,1,0,2,3,2,0,0,1,2,2,0,0,0,0,9,3441
"3441.Ch3",492,9345,16,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,TRUE,3,2,0,0,6,0,2,0,2,1,2,0,0,2,3,3,0,0,0,0,3,3441
"3441.Ch4",492,9345,16,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441
"3442.Ch1",492,9346,17,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,1,0,2,0,0,2,0,3,0,0,2,0,1,0,0,0,3,2,1,1,8,3442
"3442.Ch2",492,9346,17,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,2,0,1,0,0,1,0,3,0,0,1,0,2,0,0,0,2,2,1,1,12,3442
"3442.Ch3",492,9346,17,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,TRUE,3,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,1,4,1,2,4,3442
"3442.Ch4",492,9346,17,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442
"3443.Ch1",492,9347,18,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,1,2,1,1,0,2,2,0,0,4,0,0,2,0,0,3,0,0,1,0,5,3443
"3443.Ch2",492,9347,18,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,2,1,2,1,0,1,1,0,0,4,0,0,2,0,0,1,0,0,3,0,6,3443
"3443.Ch3",492,9347,18,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,TRUE,3,2,2,2,0,1,1,0,0,3,0,0,2,0,0,2,0,0,3,0,1,3443
"3443.Ch4",492,9347,18,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443
"3444.Ch1",492,9348,19,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,1,0,0,0,4,0,0,1,2,0,0,3,0,3,1,0,1,1,0,1,8,3444
"3444.Ch2",492,9348,19,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,TRUE,2,0,0,0,3,0,0,2,1,0,0,2,0,2,2,0,3,4,0,2,2,3444
"3444.Ch3",492,9348,19,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,3,0,0,0,2,0,0,3,1,0,0,1,0,3,1,0,1,2,0,1,3,3444
"3444.Ch4",492,9348,19,"Full-size Pickup",2006,375,5,0,35,4,"SE",0,195000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444
"3445.Ch1",493,9361,13,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,1,0,0,4,5,0,0,2,0,3,2,0,0,0,2,0,2,1,0,2,11,3445
"3445.Ch2",493,9361,13,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,2,0,0,5,5,0,0,1,0,2,1,0,0,0,1,0,2,4,0,1,2,3445
"3445.Ch3",493,9361,13,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,3,0,0,5,1,0,0,1,0,1,2,0,0,0,3,0,2,3,0,1,9,3445
"3445.Ch4",493,9361,13,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445
"3446.Ch1",493,9362,14,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,TRUE,1,3,0,0,0,2,2,0,2,0,1,3,1,0,0,0,0,3,0,2,1,3446
"3446.Ch2",493,9362,14,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,2,1,0,0,0,1,3,0,2,0,1,1,1,0,0,0,0,3,0,1,5,3446
"3446.Ch3",493,9362,14,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,3,3,0,0,0,2,2,0,2,0,1,1,1,0,0,0,0,4,0,2,1,3446
"3446.Ch4",493,9362,14,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446
"3447.Ch1",493,9363,15,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,1,0,2,4,0,2,0,0,0,1,0,0,0,2,0,2,4,2,1,0,4,3447
"3447.Ch2",493,9363,15,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,2,0,1,5,0,2,0,0,0,4,0,0,0,1,0,1,2,2,2,0,7,3447
"3447.Ch3",493,9363,15,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,3,0,2,2,0,1,0,0,0,4,0,0,0,4,0,3,2,2,3,0,6,3447
"3447.Ch4",493,9363,15,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447
"3448.Ch1",493,9364,16,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,TRUE,1,0,0,1,0,0,3,1,0,3,0,3,2,0,1,2,0,0,0,2,1,3448
"3448.Ch2",493,9364,16,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,2,0,0,5,0,0,3,2,0,2,0,1,2,0,3,1,0,0,0,1,7,3448
"3448.Ch3",493,9364,16,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,3,0,0,2,0,0,1,3,0,1,0,2,1,0,2,2,0,0,0,2,11,3448
"3448.Ch4",493,9364,16,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448
"3449.Ch1",493,9365,17,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,1,2,2,0,5,0,0,0,2,0,1,0,0,4,2,0,2,0,3,0,6,3449
"3449.Ch2",493,9365,17,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,2,3,2,0,2,0,0,0,2,0,1,0,0,4,3,0,1,0,3,0,10,3449
"3449.Ch3",493,9365,17,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,3,3,1,0,3,0,0,0,2,0,2,0,0,3,3,0,3,0,1,0,4,3449
"3449.Ch4",493,9365,17,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449
"3450.Ch1",493,9366,18,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,1,3,2,5,3,2,0,3,0,0,0,3,0,0,0,2,0,4,0,0,4,3450
"3450.Ch2",493,9366,18,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,2,3,2,5,6,1,0,1,0,0,0,3,0,0,0,3,0,1,0,0,12,3450
"3450.Ch3",493,9366,18,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,3,3,2,5,3,1,0,1,0,0,0,1,0,0,0,1,0,4,0,0,5,3450
"3450.Ch4",493,9366,18,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
"3451.Ch1",493,9367,19,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,1,0,0,0,0,0,3,0,1,4,1,0,2,3,0,0,1,0,3,2,6,3451
"3451.Ch2",493,9367,19,"Midsize Car",2001,175,25,1,70,6,"MW",1,225000,1,0,0,0,1,FALSE,2,0,0,0,0,0,2,0,2,2,1,0,2,2,0,0,3,0,3,2,12,3451
